origin_code,destination_code,sector,year,base_year,tariff
1,2,"agri_fishing",1990,2010,5.287072
1,2,"agri_fishing",1991,2010,5.253352
1,2,"agri_fishing",1992,2010,5.297483
1,2,"agri_fishing",1993,2010,5.340662
1,2,"agri_fishing",1994,2010,5.41691
1,2,"agri_fishing",1995,2010,5.250244
1,2,"agri_fishing",1996,2010,5.009157
1,2,"agri_fishing",1997,2010,5.426036
1,2,"agri_fishing",1998,2010,4.815426
1,2,"agri_fishing",1999,2010,4.570571
1,2,"agri_fishing",2000,2010,4.609813
1,2,"agri_fishing",2001,2010,4.696398
1,2,"agri_fishing",2002,2010,3.944937
1,2,"agri_fishing",2003,2010,5.067654
1,2,"agri_fishing",2004,2010,3.89322
1,2,"agri_fishing",2005,2010,4.113245
1,2,"agri_fishing",2006,2010,4.90079
1,2,"agri_fishing",2007,2010,3.494545
1,2,"agri_fishing",2008,2010,4.505398
1,2,"agri_fishing",2009,2010,4.904362
1,2,"agri_fishing",2010,2010,4.928049
1,2,"agri_fishing",2011,2010,4.928049
1,2,"agri_fishing",2012,2010,4.928049
1,2,"agri_fishing",2013,2010,4.928049
1,2,"agri_fishing",2014,2010,4.928049
1,2,"agri_fishing",2015,2010,4.928049
1,2,"agri_fishing",2016,2010,4.928049
1,2,"agri_fishing",2017,2010,4.928049
1,2,"agri_fishing",2018,2010,4.928049
1,2,"mining_quarrying",1990,2010,.278386
1,2,"mining_quarrying",1991,2010,.3992586
1,2,"mining_quarrying",1992,2010,.3824725
1,2,"mining_quarrying",1993,2010,.2373061
1,2,"mining_quarrying",1994,2010,.296912
1,2,"mining_quarrying",1995,2010,.2113577
1,2,"mining_quarrying",1996,2010,.0913607
1,2,"mining_quarrying",1997,2010,.1455252
1,2,"mining_quarrying",1998,2010,.0841386
1,2,"mining_quarrying",1999,2010,.0723064
1,2,"mining_quarrying",2000,2010,.2776482
1,2,"mining_quarrying",2001,2010,.227096
1,2,"mining_quarrying",2002,2010,.2166027
1,2,"mining_quarrying",2003,2010,.1213085
1,2,"mining_quarrying",2004,2010,.0678891
1,2,"mining_quarrying",2005,2010,.0742205
1,2,"mining_quarrying",2006,2010,.0571245
1,2,"mining_quarrying",2007,2010,.201768
1,2,"mining_quarrying",2008,2010,.3790001
1,2,"mining_quarrying",2009,2010,.4408445
1,2,"mining_quarrying",2010,2010,.1986052
1,2,"mining_quarrying",2011,2010,.1986052
1,2,"mining_quarrying",2012,2010,.1986052
1,2,"mining_quarrying",2013,2010,.1986052
1,2,"mining_quarrying",2014,2010,.1986052
1,2,"mining_quarrying",2015,2010,.1986052
1,2,"mining_quarrying",2016,2010,.1986052
1,2,"mining_quarrying",2017,2010,.1986052
1,2,"mining_quarrying",2018,2010,.1986052
1,2,"patenting",1990,2010,5.824846
1,2,"patenting",1991,2010,5.641161
1,2,"patenting",1992,2010,5.570841
1,2,"patenting",1993,2010,5.566388
1,2,"patenting",1994,2010,5.595197
1,2,"patenting",1995,2010,4.5704
1,2,"patenting",1996,2010,3.605555
1,2,"patenting",1997,2010,3.693551
1,2,"patenting",1998,2010,2.982467
1,2,"patenting",1999,2010,2.642491
1,2,"patenting",2000,2010,2.493429
1,2,"patenting",2001,2010,2.644273
1,2,"patenting",2002,2010,2.628541
1,2,"patenting",2003,2010,2.592234
1,2,"patenting",2004,2010,2.302361
1,2,"patenting",2005,2010,2.252648
1,2,"patenting",2006,2010,2.213507
1,2,"patenting",2007,2010,1.970201
1,2,"patenting",2008,2010,1.984514
1,2,"patenting",2009,2010,2.007984
1,2,"patenting",2010,2010,2.215991
1,2,"patenting",2011,2010,2.215991
1,2,"patenting",2012,2010,2.215991
1,2,"patenting",2013,2010,2.215991
1,2,"patenting",2014,2010,2.215991
1,2,"patenting",2015,2010,2.215991
1,2,"patenting",2016,2010,2.215991
1,2,"patenting",2017,2010,2.215991
1,2,"patenting",2018,2010,2.215991
1,3,"agri_fishing",1990,2010,7.150015
1,3,"agri_fishing",1991,2010,7.118037
1,3,"agri_fishing",1992,2010,7.117741
1,3,"agri_fishing",1993,2010,7.118696
1,3,"agri_fishing",1994,2010,7.063832
1,3,"agri_fishing",1995,2010,16.21919
1,3,"agri_fishing",1996,2010,2.785496
1,3,"agri_fishing",1997,2010,17.39351
1,3,"agri_fishing",1998,2010,17.78885
1,3,"agri_fishing",1999,2010,17.52613
1,3,"agri_fishing",2000,2010,17.54004
1,3,"agri_fishing",2001,2010,17.46527
1,3,"agri_fishing",2002,2010,17.45879
1,3,"agri_fishing",2003,2010,4.905102
1,3,"agri_fishing",2004,2010,4.90512
1,3,"agri_fishing",2005,2010,4.905132
1,3,"agri_fishing",2006,2010,4.904924
1,3,"agri_fishing",2007,2010,4.904499
1,3,"agri_fishing",2008,2010,4.901911
1,3,"agri_fishing",2009,2010,1.817846
1,3,"agri_fishing",2010,2010,1.804483
1,3,"agri_fishing",2011,2010,1.804483
1,3,"agri_fishing",2012,2010,1.804483
1,3,"agri_fishing",2013,2010,1.804483
1,3,"agri_fishing",2014,2010,1.804483
1,3,"agri_fishing",2015,2010,1.804483
1,3,"agri_fishing",2016,2010,1.804483
1,3,"agri_fishing",2017,2010,1.804483
1,3,"agri_fishing",2018,2010,1.804483
1,3,"mining_quarrying",1990,2010,.1703816
1,3,"mining_quarrying",1991,2010,.036943
1,3,"mining_quarrying",1992,2010,.0369407
1,3,"mining_quarrying",1993,2010,.0369366
1,3,"mining_quarrying",1994,2010,.0369407
1,3,"mining_quarrying",1995,2010,.0731541
1,3,"mining_quarrying",1996,2010,.5535527
1,3,"mining_quarrying",1997,2010,.0645464
1,3,"mining_quarrying",1998,2010,.0623978
1,3,"mining_quarrying",1999,2010,.0764143
1,3,"mining_quarrying",2000,2010,.0752411
1,3,"mining_quarrying",2001,2010,.07522
1,3,"mining_quarrying",2002,2010,.0768954
1,3,"mining_quarrying",2003,2010,.041422
1,3,"mining_quarrying",2004,2010,.0365579
1,3,"mining_quarrying",2005,2010,.036553
1,3,"mining_quarrying",2006,2010,.0365306
1,3,"mining_quarrying",2007,2010,.0368659
1,3,"mining_quarrying",2008,2010,.0368663
1,3,"mining_quarrying",2009,2010,.0368663
1,3,"mining_quarrying",2010,2010,.0368641
1,3,"mining_quarrying",2011,2010,.0368641
1,3,"mining_quarrying",2012,2010,.0368641
1,3,"mining_quarrying",2013,2010,.0368641
1,3,"mining_quarrying",2014,2010,.0368641
1,3,"mining_quarrying",2015,2010,.0368641
1,3,"mining_quarrying",2016,2010,.0368641
1,3,"mining_quarrying",2017,2010,.0368641
1,3,"mining_quarrying",2018,2010,.0368641
1,3,"patenting",1990,2010,2.74652
1,3,"patenting",1991,2010,2.919791
1,3,"patenting",1992,2010,2.827722
1,3,"patenting",1993,2010,2.741734
1,3,"patenting",1994,2010,2.743297
1,3,"patenting",1995,2010,3.165834
1,3,"patenting",1996,2010,2.850094
1,3,"patenting",1997,2010,2.907359
1,3,"patenting",1998,2010,2.731796
1,3,"patenting",1999,2010,2.568182
1,3,"patenting",2000,2010,2.5748
1,3,"patenting",2001,2010,2.57208
1,3,"patenting",2002,2010,2.575582
1,3,"patenting",2003,2010,1.861071
1,3,"patenting",2004,2010,1.867991
1,3,"patenting",2005,2010,1.857423
1,3,"patenting",2006,2010,1.87598
1,3,"patenting",2007,2010,1.877296
1,3,"patenting",2008,2010,1.873959
1,3,"patenting",2009,2010,1.878053
1,3,"patenting",2010,2010,1.84786
1,3,"patenting",2011,2010,1.84786
1,3,"patenting",2012,2010,1.84786
1,3,"patenting",2013,2010,1.84786
1,3,"patenting",2014,2010,1.84786
1,3,"patenting",2015,2010,1.84786
1,3,"patenting",2016,2010,1.84786
1,3,"patenting",2017,2010,1.84786
1,3,"patenting",2018,2010,1.84786
1,4,"agri_fishing",1990,2010,12.33088
1,4,"agri_fishing",1991,2010,11.52698
1,4,"agri_fishing",1992,2010,7.227046
1,4,"agri_fishing",1993,2010,6.681886
1,4,"agri_fishing",1994,2010,7.064164
1,4,"agri_fishing",1995,2010,7.063732
1,4,"agri_fishing",1996,2010,90.8958
1,4,"agri_fishing",1997,2010,89.76239
1,4,"agri_fishing",1998,2010,70.24895
1,4,"agri_fishing",1999,2010,70.56197
1,4,"agri_fishing",2000,2010,79.22153
1,4,"agri_fishing",2001,2010,79.1062
1,4,"agri_fishing",2002,2010,79.11741
1,4,"agri_fishing",2003,2010,10.20967
1,4,"agri_fishing",2004,2010,10.04126
1,4,"agri_fishing",2005,2010,10.04111
1,4,"agri_fishing",2006,2010,10.04069
1,4,"agri_fishing",2007,2010,10.0407
1,4,"agri_fishing",2008,2010,10.0407
1,4,"agri_fishing",2009,2010,9.940372
1,4,"agri_fishing",2010,2010,9.94029
1,4,"agri_fishing",2011,2010,9.94029
1,4,"agri_fishing",2012,2010,9.94029
1,4,"agri_fishing",2013,2010,9.94029
1,4,"agri_fishing",2014,2010,9.94029
1,4,"agri_fishing",2015,2010,9.94029
1,4,"agri_fishing",2016,2010,9.94029
1,4,"agri_fishing",2017,2010,9.94029
1,4,"agri_fishing",2018,2010,9.94029
1,4,"mining_quarrying",1990,2010,11.09714
1,4,"mining_quarrying",1991,2010,10.66832
1,4,"mining_quarrying",1992,2010,13.45939
1,4,"mining_quarrying",1993,2010,13.99806
1,4,"mining_quarrying",1994,2010,10.41379
1,4,"mining_quarrying",1995,2010,10.46134
1,4,"mining_quarrying",1996,2010,3.839249
1,4,"mining_quarrying",1997,2010,2.746059
1,4,"mining_quarrying",1998,2010,4.486865
1,4,"mining_quarrying",1999,2010,5.539209
1,4,"mining_quarrying",2000,2010,5.425784
1,4,"mining_quarrying",2001,2010,5.285519
1,4,"mining_quarrying",2002,2010,5.314743
1,4,"mining_quarrying",2003,2010,2.490998
1,4,"mining_quarrying",2004,2010,2.448075
1,4,"mining_quarrying",2005,2010,2.448075
1,4,"mining_quarrying",2006,2010,2.450705
1,4,"mining_quarrying",2007,2010,2.453017
1,4,"mining_quarrying",2008,2010,2.453212
1,4,"mining_quarrying",2009,2010,.5736297
1,4,"mining_quarrying",2010,2010,.6095254
1,4,"mining_quarrying",2011,2010,.6095254
1,4,"mining_quarrying",2012,2010,.6095254
1,4,"mining_quarrying",2013,2010,.6095254
1,4,"mining_quarrying",2014,2010,.6095254
1,4,"mining_quarrying",2015,2010,.6095254
1,4,"mining_quarrying",2016,2010,.6095254
1,4,"mining_quarrying",2017,2010,.6095254
1,4,"mining_quarrying",2018,2010,.6095254
1,4,"patenting",1990,2010,26.77443
1,4,"patenting",1991,2010,26.74264
1,4,"patenting",1992,2010,31.48085
1,4,"patenting",1993,2010,30.48038
1,4,"patenting",1994,2010,23.99895
1,4,"patenting",1995,2010,23.99573
1,4,"patenting",1996,2010,16.74593
1,4,"patenting",1997,2010,13.72228
1,4,"patenting",1998,2010,14.55491
1,4,"patenting",1999,2010,14.21096
1,4,"patenting",2000,2010,14.24412
1,4,"patenting",2001,2010,13.60289
1,4,"patenting",2002,2010,13.60216
1,4,"patenting",2003,2010,7.199047
1,4,"patenting",2004,2010,6.672094
1,4,"patenting",2005,2010,6.672173
1,4,"patenting",2006,2010,6.672401
1,4,"patenting",2007,2010,6.672133
1,4,"patenting",2008,2010,6.671399
1,4,"patenting",2009,2010,5.674912
1,4,"patenting",2010,2010,5.697008
1,4,"patenting",2011,2010,5.697008
1,4,"patenting",2012,2010,5.697008
1,4,"patenting",2013,2010,5.697008
1,4,"patenting",2014,2010,5.697008
1,4,"patenting",2015,2010,5.697008
1,4,"patenting",2016,2010,5.697008
1,4,"patenting",2017,2010,5.697008
1,4,"patenting",2018,2010,5.697008
1,5,"agri_fishing",1990,2010,13.80584
1,5,"agri_fishing",1991,2010,14.49999
1,5,"agri_fishing",1992,2010,10.98452
1,5,"agri_fishing",1993,2010,6.122422
1,5,"agri_fishing",1994,2010,5.14166
1,5,"agri_fishing",1995,2010,4.661094
1,5,"agri_fishing",1996,2010,5.501828
1,5,"agri_fishing",1997,2010,5.34302
1,5,"agri_fishing",1998,2010,7.395162
1,5,"agri_fishing",1999,2010,7.741951
1,5,"agri_fishing",2000,2010,7.697796
1,5,"agri_fishing",2001,2010,7.587753
1,5,"agri_fishing",2002,2010,7.216554
1,5,"agri_fishing",2003,2010,6.904372
1,5,"agri_fishing",2004,2010,6.864565
1,5,"agri_fishing",2005,2010,6.917041
1,5,"agri_fishing",2006,2010,6.881099
1,5,"agri_fishing",2007,2010,6.915756
1,5,"agri_fishing",2008,2010,6.890764
1,5,"agri_fishing",2009,2010,6.320698
1,5,"agri_fishing",2010,2010,6.320703
1,5,"agri_fishing",2011,2010,6.320703
1,5,"agri_fishing",2012,2010,6.320703
1,5,"agri_fishing",2013,2010,6.320703
1,5,"agri_fishing",2014,2010,6.320703
1,5,"agri_fishing",2015,2010,6.320703
1,5,"agri_fishing",2016,2010,6.320703
1,5,"agri_fishing",2017,2010,6.320703
1,5,"agri_fishing",2018,2010,6.320703
1,5,"mining_quarrying",1990,2010,5.048904
1,5,"mining_quarrying",1991,2010,4.927311
1,5,"mining_quarrying",1992,2010,3.31907
1,5,"mining_quarrying",1993,2010,.229873
1,5,"mining_quarrying",1994,2010,.5089994
1,5,"mining_quarrying",1995,2010,.6108021
1,5,"mining_quarrying",1996,2010,.5124979
1,5,"mining_quarrying",1997,2010,.4508679
1,5,"mining_quarrying",1998,2010,.7992907
1,5,"mining_quarrying",1999,2010,.7106529
1,5,"mining_quarrying",2000,2010,.6940529
1,5,"mining_quarrying",2001,2010,.3327644
1,5,"mining_quarrying",2002,2010,.2376959
1,5,"mining_quarrying",2003,2010,.2395121
1,5,"mining_quarrying",2004,2010,.2381504
1,5,"mining_quarrying",2005,2010,.2386324
1,5,"mining_quarrying",2006,2010,.2398277
1,5,"mining_quarrying",2007,2010,.2386989
1,5,"mining_quarrying",2008,2010,.3195722
1,5,"mining_quarrying",2009,2010,.2209031
1,5,"mining_quarrying",2010,2010,.2149842
1,5,"mining_quarrying",2011,2010,.2149842
1,5,"mining_quarrying",2012,2010,.2149842
1,5,"mining_quarrying",2013,2010,.2149842
1,5,"mining_quarrying",2014,2010,.2149842
1,5,"mining_quarrying",2015,2010,.2149842
1,5,"mining_quarrying",2016,2010,.2149842
1,5,"mining_quarrying",2017,2010,.2149842
1,5,"mining_quarrying",2018,2010,.2149842
1,5,"patenting",1990,2010,33.33355
1,5,"patenting",1991,2010,26.6482
1,5,"patenting",1992,2010,22.93454
1,5,"patenting",1993,2010,16.44879
1,5,"patenting",1994,2010,14.67954
1,5,"patenting",1995,2010,13.34879
1,5,"patenting",1996,2010,13.13787
1,5,"patenting",1997,2010,12.76619
1,5,"patenting",1998,2010,15.31985
1,5,"patenting",1999,2010,14.88624
1,5,"patenting",2000,2010,14.32009
1,5,"patenting",2001,2010,11.78125
1,5,"patenting",2002,2010,12.13626
1,5,"patenting",2003,2010,11.81207
1,5,"patenting",2004,2010,11.75424
1,5,"patenting",2005,2010,11.75335
1,5,"patenting",2006,2010,11.75757
1,5,"patenting",2007,2010,11.75422
1,5,"patenting",2008,2010,11.57482
1,5,"patenting",2009,2010,10.32977
1,5,"patenting",2010,2010,10.30505
1,5,"patenting",2011,2010,10.30505
1,5,"patenting",2012,2010,10.30505
1,5,"patenting",2013,2010,10.30505
1,5,"patenting",2014,2010,10.30505
1,5,"patenting",2015,2010,10.30505
1,5,"patenting",2016,2010,10.30505
1,5,"patenting",2017,2010,10.30505
1,5,"patenting",2018,2010,10.30505
1,6,"agri_fishing",1990,2010,92.60046
1,6,"agri_fishing",1991,2010,84.63164
1,6,"agri_fishing",1992,2010,51.85081
1,6,"agri_fishing",1993,2010,31.47137
1,6,"agri_fishing",1994,2010,30.49969
1,6,"agri_fishing",1995,2010,32.0703
1,6,"agri_fishing",1996,2010,32.04744
1,6,"agri_fishing",1997,2010,23.60605
1,6,"agri_fishing",1998,2010,24.27084
1,6,"agri_fishing",1999,2010,25.70996
1,6,"agri_fishing",2000,2010,25.23514
1,6,"agri_fishing",2001,2010,37.49451
1,6,"agri_fishing",2002,2010,35.32452
1,6,"agri_fishing",2003,2010,35.32575
1,6,"agri_fishing",2004,2010,41.4256
1,6,"agri_fishing",2005,2010,41.44489
1,6,"agri_fishing",2006,2010,38.22657
1,6,"agri_fishing",2007,2010,38.19342
1,6,"agri_fishing",2008,2010,38.19329
1,6,"agri_fishing",2009,2010,38.19624
1,6,"agri_fishing",2010,2010,38.19012
1,6,"agri_fishing",2011,2010,38.19012
1,6,"agri_fishing",2012,2010,38.19012
1,6,"agri_fishing",2013,2010,38.19012
1,6,"agri_fishing",2014,2010,38.19012
1,6,"agri_fishing",2015,2010,38.19012
1,6,"agri_fishing",2016,2010,38.19012
1,6,"agri_fishing",2017,2010,38.19012
1,6,"agri_fishing",2018,2010,38.19012
1,6,"mining_quarrying",1990,2010,46.11598
1,6,"mining_quarrying",1991,2010,46.09248
1,6,"mining_quarrying",1992,2010,2.548793
1,6,"mining_quarrying",1993,2010,17.17335
1,6,"mining_quarrying",1994,2010,16.69065
1,6,"mining_quarrying",1995,2010,17.20347
1,6,"mining_quarrying",1996,2010,16.72014
1,6,"mining_quarrying",1997,2010,13.22488
1,6,"mining_quarrying",1998,2010,36.37955
1,6,"mining_quarrying",1999,2010,33.51511
1,6,"mining_quarrying",2000,2010,27.06145
1,6,"mining_quarrying",2001,2010,35.30177
1,6,"mining_quarrying",2002,2010,30.5212
1,6,"mining_quarrying",2003,2010,29.73122
1,6,"mining_quarrying",2004,2010,29.95335
1,6,"mining_quarrying",2005,2010,29.2301
1,6,"mining_quarrying",2006,2010,10.48211
1,6,"mining_quarrying",2007,2010,10.63089
1,6,"mining_quarrying",2008,2010,10.48209
1,6,"mining_quarrying",2009,2010,10.47829
1,6,"mining_quarrying",2010,2010,10.47827
1,6,"mining_quarrying",2011,2010,10.47827
1,6,"mining_quarrying",2012,2010,10.47827
1,6,"mining_quarrying",2013,2010,10.47827
1,6,"mining_quarrying",2014,2010,10.47827
1,6,"mining_quarrying",2015,2010,10.47827
1,6,"mining_quarrying",2016,2010,10.47827
1,6,"mining_quarrying",2017,2010,10.47827
1,6,"mining_quarrying",2018,2010,10.47827
1,6,"patenting",1990,2010,73.08154
1,6,"patenting",1991,2010,73.22857
1,6,"patenting",1992,2010,50.83266
1,6,"patenting",1993,2010,32.44759
1,6,"patenting",1994,2010,32.47219
1,6,"patenting",1995,2010,32.45369
1,6,"patenting",1996,2010,32.42124
1,6,"patenting",1997,2010,24.95081
1,6,"patenting",1998,2010,30.00338
1,6,"patenting",1999,2010,29.46252
1,6,"patenting",2000,2010,28.53632
1,6,"patenting",2001,2010,29.47869
1,6,"patenting",2002,2010,26.90392
1,6,"patenting",2003,2010,25.67686
1,6,"patenting",2004,2010,27.18953
1,6,"patenting",2005,2010,26.06103
1,6,"patenting",2006,2010,11.3399
1,6,"patenting",2007,2010,11.71699
1,6,"patenting",2008,2010,11.33861
1,6,"patenting",2009,2010,11.27343
1,6,"patenting",2010,2010,11.34107
1,6,"patenting",2011,2010,11.34107
1,6,"patenting",2012,2010,11.34107
1,6,"patenting",2013,2010,11.34107
1,6,"patenting",2014,2010,11.34107
1,6,"patenting",2015,2010,11.34107
1,6,"patenting",2016,2010,11.34107
1,6,"patenting",2017,2010,11.34107
1,6,"patenting",2018,2010,11.34107
1,7,"agri_fishing",1990,2010,4.012243
1,7,"agri_fishing",1991,2010,3.784074
1,7,"agri_fishing",1992,2010,3.474877
1,7,"agri_fishing",1993,2010,1.919773
1,7,"agri_fishing",1994,2010,1.821843
1,7,"agri_fishing",1995,2010,2.399937
1,7,"agri_fishing",1996,2010,3.092997
1,7,"agri_fishing",1997,2010,2.396494
1,7,"agri_fishing",1998,2010,1.249052
1,7,"agri_fishing",1999,2010,1.253484
1,7,"agri_fishing",2000,2010,1.4921
1,7,"agri_fishing",2001,2010,0
1,7,"agri_fishing",2002,2010,0
1,7,"agri_fishing",2003,2010,0
1,7,"agri_fishing",2004,2010,0
1,7,"agri_fishing",2005,2010,0
1,7,"agri_fishing",2006,2010,0
1,7,"agri_fishing",2007,2010,0
1,7,"agri_fishing",2008,2010,.9037399
1,7,"agri_fishing",2009,2010,.8972359
1,7,"agri_fishing",2010,2010,.8710651
1,7,"agri_fishing",2011,2010,.8710651
1,7,"agri_fishing",2012,2010,.8710651
1,7,"agri_fishing",2013,2010,.8710651
1,7,"agri_fishing",2014,2010,.8710651
1,7,"agri_fishing",2015,2010,.8710651
1,7,"agri_fishing",2016,2010,.8710651
1,7,"agri_fishing",2017,2010,.8710651
1,7,"agri_fishing",2018,2010,.8710651
1,7,"mining_quarrying",1990,2010,.0830949
1,7,"mining_quarrying",1991,2010,.0668012
1,7,"mining_quarrying",1992,2010,.0507843
1,7,"mining_quarrying",1993,2010,.0347371
1,7,"mining_quarrying",1994,2010,.0322493
1,7,"mining_quarrying",1995,2010,.0290179
1,7,"mining_quarrying",1996,2010,.009837
1,7,"mining_quarrying",1997,2010,.0066625
1,7,"mining_quarrying",1998,2010,0
1,7,"mining_quarrying",1999,2010,0
1,7,"mining_quarrying",2000,2010,0
1,7,"mining_quarrying",2001,2010,0
1,7,"mining_quarrying",2002,2010,0
1,7,"mining_quarrying",2003,2010,0
1,7,"mining_quarrying",2004,2010,0
1,7,"mining_quarrying",2005,2010,0
1,7,"mining_quarrying",2006,2010,0
1,7,"mining_quarrying",2007,2010,0
1,7,"mining_quarrying",2008,2010,.1166167
1,7,"mining_quarrying",2009,2010,.1168862
1,7,"mining_quarrying",2010,2010,.0557914
1,7,"mining_quarrying",2011,2010,.0557914
1,7,"mining_quarrying",2012,2010,.0557914
1,7,"mining_quarrying",2013,2010,.0557914
1,7,"mining_quarrying",2014,2010,.0557914
1,7,"mining_quarrying",2015,2010,.0557914
1,7,"mining_quarrying",2016,2010,.0557914
1,7,"mining_quarrying",2017,2010,.0557914
1,7,"mining_quarrying",2018,2010,.0557914
1,7,"patenting",1990,2010,5.627106
1,7,"patenting",1991,2010,4.601923
1,7,"patenting",1992,2010,3.576982
1,7,"patenting",1993,2010,2.445465
1,7,"patenting",1994,2010,2.129475
1,7,"patenting",1995,2010,1.827475
1,7,"patenting",1996,2010,1.314108
1,7,"patenting",1997,2010,.5652936
1,7,"patenting",1998,2010,1.05333
1,7,"patenting",1999,2010,1.092704
1,7,"patenting",2000,2010,.9787518
1,7,"patenting",2001,2010,.0503635
1,7,"patenting",2002,2010,.0393261
1,7,"patenting",2003,2010,.0401488
1,7,"patenting",2004,2010,0
1,7,"patenting",2005,2010,0
1,7,"patenting",2006,2010,0
1,7,"patenting",2007,2010,.0001183
1,7,"patenting",2008,2010,3.116436
1,7,"patenting",2009,2010,2.967413
1,7,"patenting",2010,2010,2.464287
1,7,"patenting",2011,2010,2.464287
1,7,"patenting",2012,2010,2.464287
1,7,"patenting",2013,2010,2.464287
1,7,"patenting",2014,2010,2.464287
1,7,"patenting",2015,2010,2.464287
1,7,"patenting",2016,2010,2.464287
1,7,"patenting",2017,2010,2.464287
1,7,"patenting",2018,2010,2.464287
1,8,"agri_fishing",1990,2010,8.98382
1,8,"agri_fishing",1991,2010,8.941385
1,8,"agri_fishing",1992,2010,8.715724
1,8,"agri_fishing",1993,2010,8.682592
1,8,"agri_fishing",1994,2010,8.666284
1,8,"agri_fishing",1995,2010,8.384515
1,8,"agri_fishing",1996,2010,189.3628
1,8,"agri_fishing",1997,2010,218.3838
1,8,"agri_fishing",1998,2010,219.6762
1,8,"agri_fishing",1999,2010,8.11211
1,8,"agri_fishing",2000,2010,183.069
1,8,"agri_fishing",2001,2010,181.5159
1,8,"agri_fishing",2002,2010,181.3302
1,8,"agri_fishing",2003,2010,209.2966
1,8,"agri_fishing",2004,2010,215.4758
1,8,"agri_fishing",2005,2010,212.9192
1,8,"agri_fishing",2006,2010,212.9031
1,8,"agri_fishing",2007,2010,212.9641
1,8,"agri_fishing",2008,2010,212.6349
1,8,"agri_fishing",2009,2010,212.6287
1,8,"agri_fishing",2010,2010,215.0184
1,8,"agri_fishing",2011,2010,215.0184
1,8,"agri_fishing",2012,2010,215.0184
1,8,"agri_fishing",2013,2010,215.0184
1,8,"agri_fishing",2014,2010,215.0184
1,8,"agri_fishing",2015,2010,215.0184
1,8,"agri_fishing",2016,2010,215.0184
1,8,"agri_fishing",2017,2010,215.0184
1,8,"agri_fishing",2018,2010,215.0184
